,metabolite,reaction,x_flux,x_minimum,x_maximum,x_Flux_type,y_flux,y_minimum,y_maximum,y_Flux_type
54,lmn2_e,EX_lmn2_e,0.0,0.0,73.17397183884218,secretion,0.0,0.0,106.07829313380645,secretion
55,lys__L_e,EX_lys__L_e,0.0,-100.00000000000065,0.0,secretion,14.721290482062408,-86.75083856618365,313.24916143394574,uptake
56,malt_e,EX_malt_e,0.0,-1000.0,0.0,secretion,0.0,0.0,159.11743970070955,secretion
57,malthp_e,EX_malthp_e,0.0,0.0,27.44023943956657,secretion,0.0,0.0,45.46212562877444,secretion
58,melib_e,EX_melib_e,0.0,0.0,73.17397183884016,secretion,0.0,-1000.0,79.55871985035505,secretion
59,meoh_e,EX_meoh_e,0.0,-200.00000000000102,0.0,secretion,0.0,-1000.0,0.0,secretion
60,mso3_e,EX_mso3_e,0.0,0.0,199.99999999999943,secretion,0.0,0.0,300.00000000010147,secretion
61,no2_e,EX_no2_e,0.0,-1000.0,445.07965615932886,secretion,0.0,-1000.0,553.5231764342363,secretion
62,no3_e,EX_no3_e,0.0,0.0,1000.0,secretion,0.0,0.0,1000.0,secretion
63,ppa_e,EX_ppa_e,0.0,0.0,86.19088503594425,secretion,0.0,0.0,56.60377358492187,secretion
64,pyr_e,EX_pyr_e,0.0,0.0,0.0,secretion,0.0,-159.11743970071265,0.0,secretion
65,raffin_e,EX_raffin_e,0.0,0.0,54.88047887913124,secretion,0.0,0.0,1000.0,secretion
66,s_e,EX_s_e,0.0,-70.18021147178614,0.0,secretion,0.0,-300.00000000008515,0.0,secretion
67,ser__D_e,EX_ser__D_e,0.0,0.0,256.69589138040044,secretion,0.0,0.0,0.0,secretion
68,spmd_e,EX_spmd_e,0.0,-25.000000000000057,0.0,secretion,0.0,0.0,0.0,secretion
69,tol_e,EX_tol_e,0.0,0.0,0.0,secretion,0.0,0.0,0.0,secretion
70,udcpdp_e,EX_udcpdp_e,0.0,0.0,1000.0,secretion,0.0,-1000.0,0.0,secretion
71,udcpo5_e,EX_udcpo5_e,0.0,-4.301075268817213,0.0,secretion,0.0,-6.000000000001996,0.0,secretion
72,urea_e,EX_urea_e,0.0,-40.47006075376034,0.0,secretion,0.0,0.0,300.00000000009726,secretion
73,uri_e,EX_uri_e,0.0,0.0,9.7708396285017,secretion,0.0,-300.00000000010164,0.0,secretion
74,val__L_e,EX_val__L_e,0.0,0.0,0.0,secretion,0.0,0.0,0.0,secretion
75,xyl3_e,EX_xyl3_e,0.0,0.0,23.789500909273084,secretion,0.0,0.0,79.55871985035638,secretion
76,xylan4_e,EX_xylan4_e,0.0,0.0,18.29961608405607,secretion,0.0,0.0,63.64697588028511,secretion
77,xylb_e,EX_xylb_e,0.0,0.0,33.985001298961535,secretion,0.0,0.0,106.07829313380762,secretion
78,5drib_c,sink_5drib_c,0.0,-35.09010573589435,0.0,secretion,0.0,-15.384615384619607,0.0,secretion
