,metabolite,reaction,x_flux,x_minimum,x_maximum,x_Flux_type,y_flux,y_minimum,y_maximum,y_Flux_type
14,h2o_e,EX_h2o_e,1000.0,-1000.0,1000.0,uptake,-289.15381128731696,-1000.0,1000.0,secretion
32,ade_e,EX_ade_e,-28.209052586902587,-135.65225608559763,42.32098409476555,secretion,3.6791137952080875,-14.891513076080228,18.093279198243767,uptake
71,nh4_e,EX_nh4_e,-1000.0,-1000.0,-304.9643680923639,secretion,502.10214869882503,-1000.0,816.848437945988,uptake
