,metabolite,reaction,x_flux,x_minimum,x_maximum,x_Flux_type,y_flux,y_minimum,y_maximum,y_Flux_type
19,pi_e,EX_pi_e,21.387643516990014,-1000.0,87.23276083654737,uptake,-1000.0,-1000.0,-479.5246834146736,secretion
22,pro__L_e,EX_pro__L_e,9.505246041845767,-258.1119452290092,1000.0,uptake,-391.05774934624924,-1000.0,9.30633146792161,secretion
26,val__L_e,EX_val__L_e,18.19573828033536,-383.62383554771446,216.37616445230094,uptake,-586.4681823802551,-983.9317007718149,263.9302868640232,secretion
