organism	name
Leuconostoc	citreum
Leuconostoc	pseudomesenteroides
Melissococcus	plutonius
Caryophanon	latum
Caryophanon	tenue
Exiguobacterium	aurantiacum
Rickettsia	amblyommatis
Rickettsia	bellii
Rickettsia	rhipicephali
Neorickettsia	helminthoeca
Gluconacetobacter	diazotrophicus
Acidocella	aminolytica
Paracoccus	alcaliphilus
Paracoccus	aminophilus
Paracoccus	aminovorans
Paracoccus	versutus
Azospirillum	halopraeferens
Niveispirillum	irakense
Rhodospirillum	centenum
Leptothrix	cholodnii
Desulfobacter	vibrioformis
Rahnella	aquatilis
Methylobacter	marinus
Moraxella	atlantae
Moraxella	caviae
Moraxella	cuniculi
Moraxella	osloensis
Cycloclasticus	pugetii
Variovorax	paradoxus
Variovorax	paradoxus
Scytonema	hofmannii
Riemerella	anatipestifer
Pelodictyon	phaeoclathratiforme
Borreliella	japonica
Brevinema	andersonii
Sphaerotilus	natans
Streptobacillus	moniliformis
Eubacterium	brachy
Eubacterium	nodatum
Mogibacterium	timidum
Geobacter	sulfurreducens
Streptomyces	mobaraensis
Thermomonospora	chromogena
Acholeplasma	oculi
Heliobacterium	modesticaldum
Sporichthya	polymorpha
Actinoplanes	philippinensis
Dactylosporangium	aurantiacum
Corynebacterium	kutscheri
Corynebacterium	pilosum
Corynebacterium	cystitidis
Streptomyces	ghanaensis
Bifidobacterium	choerinum
Planobispora	rosea
Mycoplasma	felifaucium
Peanut	witches'-broom
Coprothermobacter	proteolyticus
Lactobacillus	pontis
Rickettsia	helvetica
Rickettsia	japonica
Ehrlichia	muris
Nitrococcus	mobilis
Nitrosospira	briensis
Nitrosospira	briensis
Nitrospina	gracilis
Rhodovulum	sulfidophilum
Rhodovulum	sulfidophilum
Bordetella	holmesii
Helicobacter	heilmannii
Helicobacter	pullorum
Pseudobacteroides	cellulosolvens
Acetivibrio	cellulolyticus
Bilophila	wadsworthia
Desulfacinum	infernum
Holophaga	foetida
Bacillus	thermoamylovorans
Mycoplasma	leonicaptivi
Mycoplasma	simbae
Clostridium	saccharoperbutylacetonicum
Microbacterium	aurum
Corynebacterium	bovis
Mycobacterium	abscessus
Mycobacterium	genavense
Mycobacterium	rhodesiae
Mycobacterium	rhodesiae
Gordonia	aichiensis
Gordonia	amarae
Gordonia	sputi
[Clostridium]	aerotolerans
Clostridium	celatum
Clostridium	felsineum
Terrisporobacter	glycolicus
Maledivibacter	halophilus
Clostridium	homopropionicum
Clostridium	intestinale
Anaerotignum	neopropionicum
Oxobacter	pfennigii
Desulfitobacterium	dehalogenans
Thiobacillus	denitrificans
Thiobacillus	denitrificans
Thiobacillus	denitrificans
Paraburkholderia	xenovorans
Porphyromonas	cangingivalis
Nocardia	brasiliensis
Nocardia	brevicatena
Nocardia	carnea
Nocardia	farcinica
Nocardia	nova
Nocardia	seriolae
Nocardia	transvalensis
Helicobacter	bilis
Marichromatium	purpuratum
Desulfuromusa	kysingii
Thermus	scotoductus
Corynebacterium	pseudodiphtheriticum
[Clostridium]	populeti
Clostridium	algidicarnis
Enterococcus	casseliflavus
Dietzia	maris
Mycobacterium	chlorophenolicum
Arthrobacter	agilis
Kocuria	kristinae
Thermocrispum	agreste
Thermocrispum	municipale
Sinomonas	atrocyanea
Arthrobacter	crystallopoietes
Arthrobacter	crystallopoietes
Corynebacterium	accolens
Corynebacterium	genitalium
Corynebacterium	jeikeium
Corynebacterium	jeikeium
Photobacterium	damselae
Streptomyces	pristinaespiralis
Corynebacterium	mycetoides
Corynebacterium	vitaeruminis
Rhodococcus	coprophilus
Rhodococcus	marinonascens
Rhodococcus	rhodnii
Shewanella	algae
Bartonella	henselae
Desulfuromonas	acetexigens
Acholeplasma	palmae
Megasphaera	cerevisiae
Mycoplasma	sturni
Desulfotomaculum	geothermicum
Skermania	piniformis
Andreesenia	angusta
Faecalicatena	contorta
Faecalitalea	cylindroides
Agathobaculum	desmolans
[Eubacterium]	eligens
Dorea	formicigenerans
Atopobium	fossor
[Eubacterium]	hallii
Eubacterium	ramulus
[Eubacterium]	rectale
[Eubacterium]	siraeum
Eubacterium	uniforme
Eubacterium	ventriosum
Eubacterium	xylanophilum
[Eubacterium]	yurii
Mesorhizobium	ciceri
Mesorhizobium	ciceri
Cellvibrio	mixtus
Mycobacterium	moriokaense
Mycobacterium	parafortuitum
Hydrogenovibrio	crunogenus
Sulfurimonas	denitrificans
Methylomicrobium	agile
Corynebacterium	glucuronolyticum
Thermodesulforhabdus	norvegica
Dialister	pneumosintes
Erythrobacter	litoralis
Erythrobacter	litoralis
Legionella	moravica
Helcococcus	kunzii
Oligotropha	carboxidovorans
Acinetobacter	johnsonii
Acinetobacter	junii
Acinetobacter	radioresistens
Aliivibrio	salmonicida
Streptomyces	nodosus
Stenotrophomonas	maltophilia
Legionella	tucsonensis
Gordonia	hydrophobica
Ruminococcus	bromii
Ruminococcus	callidus
Blautia	obeum
Blautia	obeum
Leptotrichia	buccalis
Sneathia	sanguinegens
Sutterella	wadsworthensis
Sutterella	wadsworthensis
Actinosynnema	mirum
Lentzea	albidocapillata
Clostridium	grantii
Xenorhabdus	bovienii
Sphingomonas	mali
Sphingomonas	pruni
Thioploca	ingrica
Borrelia	duttonii
Borrelia	hispanica
Succiniclasticum	ruminis
Saccharomonospora	azurea
Saccharomonospora	cyanea
Saccharomonospora	glauca
Brevundimonas	vesicularis
Porphyromonas	catoniae
Enterococcus	saccharolyticus
Ureaplasma	canigenitalium
Ureaplasma	diversum
Streptomyces	acidiscabies
Nitrospira	moscoviensis
Rubrobacter	radiotolerans
Eubacterium	ruminantium
Nitrosomonas	oligotropha
Halobacteroides	halobius
Roseobacter	litoralis
Marinovum	algicola
Desulfotomaculum	thermocisternum
Halomonas	salina
Streptomyces	collinus
Corynebacterium	argentoratense
Ammonifex	degensii
Staphylococcus	lentus
Rickettsia	felis
Trichococcus	pasteurii
Tissierella	praeacuta
Pseudomonas	alcaligenes
Mycobacterium	peregrinum
Butyrivibrio	proteoclasticus
Butyrivibrio	proteoclasticus
Butyrivibrio	proteoclasticus
Prauserella	rugosa
Kutzneria	albida
Halanaerobium	saccharolyticum
Pseudoalteromonas	citrea
Pseudoalteromonas	denitrificans
Pseudoalteromonas	luteoviolacea
Pseudoalteromonas	rubra
Shewanella	benthica
Pseudoalteromonas	piscicida
Paenarthrobacter	aurescens
Brachybacterium	faecium
Cellulomonas	cellasea
Jonesia	denitrificans
Rothia	mucilaginosa
Rhodococcus	hoagii
Corynebacterium	matruchotii
Corynebacterium	urealyticum
Rhodococcus	zopfii
Syntrophus	gentianae
Tolumonas	auensis
Johnsonella	ignava
Catonella	morbi
Caldicellulosiruptor	saccharolyticus
Enterococcus	pseudoavium
Enterococcus	cecorum
Enterococcus	dispar
Mycobacterium	conspicuum
Ferrimonas	balearica
Streptomyces	megasporus
Paenibacillus	alvei
Paenibacillus	durus
Paenibacillus	macerans
Bradyrhizobium	oligotrophicum
Caldanaerobius	polysaccharolyticus
Borrelia	persica
Nitrosomonas	communis
Nitrosomonas	cryotolerans
Nitrosomonas	halophila
Nitrosomonas	ureae
Sulfurospirillum	barnesii
Geothrix	fermentans
Desulfovibrio	fairfieldensis
Sporobacter	termitidis
Fervidobacterium	gondwanense
Halomonas	cupida
Legionella	adelaidensis
Legionella	fairfieldensis
Legionella	geestiana
Legionella	gratiana
Legionella	lansingensis
Legionella	londiniensis
Legionella	nautarum
Legionella	quinlivanii
Legionella	shakespearei
Legionella	worsleiensis
Capnocytophaga	granulosa
Capnocytophaga	haemolytica
Leucothrix	mucor
Dysgonomonas	capnocytophagoides
Mycoplasma	conjunctivae
Mycoplasma	bovoculi
Mycoplasma	alkalescens
Brevibacillus	borstelensis
[Clostridium]	ultunense
Psychrobacter	urativorans
Streptococcus	cristatus
Vibrio	scophthalmi
Desulfohalobium	retbaense
Azohydromonas	lata
Butyrivibrio	crossotus
Nocardia	pseudobrasiliensis
Granulicatella	adiacens
Abiotrophia	defectiva
Actinomadura	kijaniata
Actinomadura	macra
Nonomuraea	pusilla
Pseudobutyrivibrio	ruminis
Thermoflavimicrobium	dichotomicum
Bacillus	sporothermodurans
Ruminococcus	lactaris
Paenibacillus	apiarius
Mycobacterium	hassiacum
Thermoanaerobacter	wiegelii
Spirochaeta	africana
Alkalispirochaeta	alkalica
Sphingobium	chlorophenolicum
Orenia	marismortui
Bacteroides	stercoris
Thermosipho	melanesiensis
Pseudomonas	nitroreducens
Clostridium	chauvoei
Devosia	riboflavina
Dethiosulfovibrio	peptidovorans
Desulfovibrio	bastinii
Desulfovibrio	gracilis
Massilia	timonae
[Clostridium]	viride
Tsukamurella	pulmonis
Hydrogenophaga	pseudoflava
Borrelia	miyamotoi
Lactobacillus	panis
Aneurinibacillus	migulanus
Lautropia	mirabilis
Bacteroides	caccae
Sporomusa	sphaeroides
Mycoplasma	alligatoris
Lactobacillus	rhamnosus
Streptomyces	olivaceus
Bibersteinia	trehalosi
Streptomyces	sulphureus
Streptomyces	aurantiacus
Streptomyces	lydicus
Lactobacillus	crispatus
Spiroplasma	kunkelii
Mycobacterium	triplex
Brachybacterium	nesterenkovii
Micromonospora	aurantiaca
Micromonospora	carbonacea
Micromonospora	chersina
Micromonospora	inositola
Micromonospora	inyonensis
Micromonospora	peucetia
Micromonospora	purpureochromogenes
Micromonospora	rosaria
Pseudomonas	fulva
Serratia	fonticola
Acidovorax	delafieldii
Mycoplasma	pullorum
Marinobacterium	georgiense
[Clostridium]	hungatei
Hyphomicrobium	zavarzinii
Acinetobacter	pittii
Prosthecobacter	debontii
Xanthomonas	fragariae
Halomonas	pantelleriensis
Novosphingobium	aromaticivorans
Novosphingobium	subterraneum
Marinobacterium	stanieri
Psychroserpens	burtonensis
Gelidibacter	algens
Rubrobacter	xylanophilus
Desulfitobacterium	hafniense
Holospora	obtusa
Mycoplasma	crocodyli
Pseudomonas	fuscovaginae
Acidisphaera	rubrifaciens
Helicobacter	trogontum
Brevibacillus	agri
Eubacterium	saphenum
Treponema	maltophilum
Ureibacillus	thermosphaericus
Desulfofustis	glycolicus
Syntrophobotulus	glycolicus
Wigglesworthia	glossinidia
Wigglesworthia	glossinidia
Kluyvera	ascorbata
Mycoplasma	auris
Mycoplasma	yeatsii
Salinivibrio	costicola
Dehalobacterium	formicoaceticum
Nitrosomonas	mobilis
Pediococcus	damnosus
Lactobacillus	dextrinicus
Tetragenococcus	halophilus
Hyphomicrobium	facile
Halomonas	desiderata
Meiothermus	silvanus
Meiothermus	chliarophilus
Mitsuokella	multacida
Prevotella	dentalis
Lactobacillus	gallinarum
Nitrosomonas	aestuarii
Nitrosomonas	nitrosa
Brachyspira	pilosicoli
Sagittula	stellata
Acetobacterium	bakii
Acetobacterium	wieringae
Actinoplanes	regularis
Bartonella	alsatica
Actinomyces	gerencseriae
Actinomyces	hordeovulneris
Actinomyces	meyeri
Actinomyces	slackii
Desulfonatronovibrio	hydrogenovorans
Bosea	thiooxidans
Desulfospira	joergensenii
Desulfobulbus	elongatus
Tatumella	citrea
Xenorhabdus	japonica
Caloramator	proteoclasticus
Desulfotomaculum	aeronauticum
Enterococcus	mundtii
Intrasporangium	calvum
Brevibacterium	mcbrellneri
Hamadaea	tsunoensis
Corynebacterium	coyleae
Mycobacterium	heidelbergense
Hyphomicrobium	denitrificans
Pseudomonas	anguilliseptica
Pseudomonas	citronellolis
Pseudomonas	resinovorans
Treponema	lecithinolyticum
Treponema	socranskii
Thermobrachium	celere
Thermodesulfobacterium	hveragerdense
Gordonia	hirsuta
Nocardia	crassostreae
Nocardia	uniformis
Nocardiopsis	alba
Nocardiopsis	listeri
Nocardiopsis	lucentensis
Blautia	hydrogenotrophica
Lactobacillus	lindneri
Streptomyces	cinnamoneus
Janibacter	limosus
Nakamurella	multipartita
Mycobacterium	mageritense
Paracoccus	solventivorans
Thalassobius	gelatinovorus
Acidimicrobium	ferrooxidans
Octadecabacter	arcticus
Rhodococcus	corynebacterioides
Peptoniphilus	harei
Pseudonocardia	asaccharolytica
Xylophilus	ampelinus
Halanaerobium	congolense
Thermosyntropha	lipolytica
Chroococcidiopsis	thermalis
Pleurocapsa	sp.
Spirulina	subsalsa
endosymbiont	of
Streptomyces	venezuelae
Brevibacillus	choshinensis
Deinococcus	proteolyticus
Flavobacterium	branchiophilum
Sediminispirochaeta	smaragdinae
Erwinia	persicina
Silicibacter	lacuscaerulensis
Thermonema	rossianum
Janthinobacterium	agaricidamnosum
Magnetospirillum	gryphiswaldense
Actinomyces	graevenitzii
Dehalobacter	restrictus
Vibrio	anguillarum
Mycoplasma	primatum
Leucobacter	komagatae
Mycobacterium	bohemicum
Bartonella	clarridgeiae
Couchioplanes	caeruleus
Xanthomonas	sacchari
Mycobacterium	mucogenicum
Sulfurospirillum	arsenophilum
Rhizobium	gallicum
Halanaerobium	kushneri
Glaciecola	punicea
Glaciecola	pallidula
Shewanella	frigidimarina
Helicobacter	bizzozeronii
Afipia	broomeae
Thermus	brockianus
Thermus	oshimai
Algoriphagus	ratkowskyi
Psychroflexus	torquis
Malonomonas	rubra
Microbacterium	esteraromaticum
Mycoplasma	suis
Microvirgula	aerodenitrificans
Pseudothermotoga	hypogea
Desulfuromonas	thiophila
Sulfurospirillum	arcachonense
Tsukamurella	tyrosinosolvens
Enterococcus	asini
Glycomyces	harbinensis
Glycomyces	tenuis
Microbispora	rosea
Spirillospora	albida
[Desulfotomaculum]	guttoideum
Desulfotomaculum	acetoxidans
Desulfovibrio	alaskensis
Treponema	medium
Streptomyces	canus
Kitasatospora	azatica
Kitasatospora	mediocidica
Rickettsiella	grylli
Actinotignum	schaalii
Trueperella	bernardiae
Cellulophaga	algicola
Desulfotomaculum	reducens
Helicobacter	rodentium
Chryseobacterium	scophthalmum
Mycobacterium	wolinskyi
Alcanivorax	borkumensis
Sphingomonas	echinoides
Pantoea	dispersa
Paenibacillus	alginolyticus
Paenibacillus	curdlanolyticus
Paenibacillus	glucanolyticus
Cyanobium	gracile
Prevotella	pallens
Sulfitobacter	pontiacus
Shewanella	violacea
Porphyrobacter	tepidarius
Shewanella	amazonensis
Lactobacillus	graminis
Caballeronia	glathei
Actinomadura	formosensis
Phaeobacter	gallaeciensis
Phaeobacter	gallaeciensis
Desulfobacca	acetoxidans
Saccharopolyspora	spinosa
Sanguibacter	keddieii
Sanguibacter	suarezii
Staphylococcus	succinus
Dehalococcoides	mccartyi
Dehalococcoides	mccartyi
Corynebacterium	durum
Allochromatium	warmingii
Lamprocystis	purpurea
Paenibacillus	mucilaginosus
Acholeplasma	brassicae
Pluralibacter	gergoviae
Serratia	rubidaea
Borreliella	valaisiana
Acidiphilium	multivorum
Shewanella	baltica
Zobellia	galactanivorans
Aquifex	aeolicus
Desulfovibrio	oxyclinae
Thiomicrorhabdus	chilensis
Hydrogenovibrio	halophilus
Sideroxydans	lithotrophicus
Demetria	terragena
Nevskia	ramosa
Bacillus	pseudomycoides
Desulfurobacterium	thermolithotrophum
Coleofasciculus	chthonoplastes
Carnimonas	nigrificans
Tetragenococcus	muriaticus
Propionibacterium	cyclohexanicum
Borreliella	bissettii
Oceanospirillum	multiglobuliferum
Marinobacterium	jannaschii
Pseudospirillum	japonicum
Oceanobacter	kriegii
Terasakiella	pusilla
Marinospirillum	minutulum
Oceanospirillum	beijerinckii
Oceanospirillum	maris
Alcanivorax	jadensis
Mitsuaria	chitosanitabida
Mycoplasma	wenyonii
Acidaminobacter	hydrogenoformans
Actinoalloteichus	cyanogriseus
Lentzea	albida
Meiothermus	cerbereus
Sulfurospirillum	deleyianum
Desulfocapsa	sulfexigens
Hydrogenophaga	palleronii
Hydrogenophaga	taeniospiralis
Erwinia	tracheiphila
Paracoccus	alkenifer
Hydrogenophaga	intermedia
Lachnoclostridium	phytofermentans
Streptomyces	violens
Streptomyces	yerevanensis
Streptomyces	roseoverticillatus
Sulfurospirillum	multivorans
Desulfonatronum	lacustre
Streptomyces	atroolivaceus
Streptomyces	catenulae
Streptomyces	griseoplanus
Legionella	waltersii
Streptomyces	alboflavus
Streptomyces	flavidovirens
Streptomyces	melanosporofaciens
Streptomyces	prasinopilosus
Kitasatospora	purpeofusca
Streptomyces	sparsogenes
Streptomyces	varsoviensis
Rheinheimera	baltica
Actinobacillus	succinogenes
Muribacter	muris
Streptomyces	griseoaurantiacus
Streptomyces	griseochromogenes
Streptomyces	katrae
Actinomadura	hibisca
Cupriavidus	basilensis
Deinococcus	geothermalis
Deinococcus	murrayi
Erwinia	mallotivora
Dickeya	paradisiaca
Aquamicrobium	defluvii
Microbacterium	trichothecenolyticum
Curtobacterium	pusillum
Caulobacter	henricii
Caulobacter	henricii
Petrotoga	mobilis
Treponema	vincentii
Selenomonas	sputigena
[Clostridium]	cocleatum
Rhodospira	trueperi
Mesorhizobium	plurifarium
Staphylococcus	condimenti
Aquabacterium	parvum
Nodularia	spumigena
Shewanella	oneidensis
Shewanella	pealeana
Flexithrix	dorotheae
Lewinella	cohaerens
Herpetosiphon	geysericola
Lewinella	persica
Limnothrix	rosea
Phormidium	ambiguum
Stappia	stellulata
Staphylococcus	vitulinus
Arthrobacter	rhombi
Enterococcus	malodoratus
Tetragenococcus	solitarius
Lonsdalea	quercina
Waddlia	chondrophila
Kocuria	palustris
Kocuria	rhizophila
Citromicrobium	bathyomarinum
Tessaracoccus	bendigoensis
Dechloromonas	agitata
Thiocystis	violascens
Methylocaldum	szegediense
Thermaerobacter	marianensis
Roseovarius	tolerans
Antarctobacter	heliothermus
Photobacterium	profundum
Brevundimonas	bacteroides
Brevundimonas	subvibrioides
Maricaulis	maris
Hyphomonas	polymorpha
Sulfitobacter	brevis
Sulfitobacter	guttiformis
Collinsella	aerofaciens
Desulfotomaculum	putei
Pseudomonas	balearica
Streptomyces	autolyticus
Saccharomonospora	xinjiangensis
Duganella	zoogloeoides
Balneatrix	alpica
Castellaniella	defragrans
Thermocrinis	ruber
Mycobacterium	tusciae
Mannheimia	haemolytica
Thauera	terpenica
Alloprevotella	tannerae
Prevotella	enoeca
Clostridium	acetireducens
Campylobacter	hominis
Cellulophaga	baltica
Cellulophaga	fucicola
Mycoplasma	iners
Mycetocola	saprophilus
Streptomyces	vitaminophilus
Roseateles	depolymerans
Pseudomonas	monteilii
Solibacillus	silvestris
Cellulomonas	iranensis
Asticcacaulis	biprosthecum
Salipaludibacillus	agaradhaerens
Helicobacter	typhlonius
Sphingobium	herbicidovorans
Novosphingobium	rosa
Ahrensia	kielensis
Pseudorhodobacter	ferrugineus
Cylindrospermopsis	raciborskii
Wolbachia	endosymbiont
Prevotella	bryantii
Bifidobacterium	subtile
Prevotella	albensis
Paenibacillus	popilliae
Succinispira	mobilis
Parascardovia	denticolens
Scardovia	inopinata
Bifidobacterium	gallicum
Bifidobacterium	gallinarum
Rhizobium	undicola
Mycoplasma	alvi
Asticcacaulis	excentricus
Desulfosporosinus	meridiei
Paenibacillus	chitinolyticus
Chitinophaga	pinensis
Denitrobacterium	detoxificans
Tissierella	creatinophila
[Bacillus]	clarkii
Bacillus	clausii
Bacillus	halmapalus
Bacillus	horikoshii
Bacillus	pseudofirmus
Thioflavicoccus	mobilis
Wolbachia	endosymbiont
Aliivibrio	wodanis
Moritella	viscosa
Delftia	acidovorans
Acidovorax	avenae
Cryptosporangium	arvum
Insolitispirillum	peregrinum
Acidovorax	temperans
Curvibacter	delicatus
Hylemonella	gracilis
Simplicispira	psychrophila
Treponema	brennaborense
Hyphomonas	adhaerens
Hyphomonas	johnsonii
Hyphomonas	neptunium
Hyphomonas	oceanitis
Desulfovibrio	alcoholivorans
Parageobacillus	caldoxylosilyticus
Eubacterium	aggregans
Aminomonas	paucivorans
Desulfovibrio	aminophilus
Entomoplasma	melaleucae
Thermanaerovibrio	acidaminovorans
Aminobacterium	mobile
Aminobacterium	colombiense
Frateuria	aurantia
Rhodoferax	antarcticus
Ruegeria	atlantica
Prevotella	aff.
Lactobacillus	selangorensis
Mycobacterium	elephantis
Kitasatospora	cheerisanensis
Vagococcus	lutrae
Acetobacterium	dehalogenans
Atopobium	vaginae
Atopobium	vaginae
Desulfovibrio	zosterae
Centipeda	periodontii
Facklamia	languida
Anaerovibrio	lipolyticus
Anaeroarcus	burkinensis
Microbacterium	oxydans
Microbacterium	oxydans
Cupriavidus	gilardii
Cupriavidus	pauculus
Lactobacillus	nagelii
Desemzia	incerta
Streptococcus	ovis
Budvicia	aquatica
Leminorella	grimontii
Obesumbacterium	proteus
Pragia	fontium
Buttiauxella	ferragutiae
Sulfitobacter	mediterraneus
Prevotella	brevis
Aminobacter	aminovorans
Gordonia	rhizosphera
Roseospirillum	parvum
Myxococcus	stipitatus
Lactobacillus	paralimentarius
Mastigocladus	laminosus
Parachlamydia	acanthamoebae
Chlamydia	psittaci
Chlamydia	felis
Chlamydophila	caviae
Chlamydophila	pneumoniae
Chlamydia	suis
Chlamydia	muridarum
Simkania	negevensis
Luteimonas	mephitis
Stenotrophomonas	nitritireducens
Streptomyces	tsukubensis
Streptomyces	tsukubensis
Desulfonispora	thiosulfatigenes
Lactobacillus	amylolyticus
Formivibrio	citricus
Propionivibrio	dicarboxylicus
Succinimonas	amylolytica
Succinivibrio	dextrinosolvens
Paraburkholderia	sartisoli
Clostridium	aceticum
Clostridium	autoethanogenum
Clostridium	disporicum
[Clostridium]	methylpentosum
[Clostridium]	saccharolyticum
[Clostridium]	saccharolyticum
Clostridium	sartagoforme
Slackia	exigua
Slackia	heliotrinireducens
Eggerthella	lenta
Gemella	sanguinis
Gemella	bergeriae
Magnetospirillum	magneticum
Cryptobacterium	curtum
Chlorobium	ferrooxidans
Microbacterium	chocolatum
Brachyspira	murdochii
Brachyspira	alvinipulli
Hippea	maritima
Virgibacillus	proomii
Dolosicoccus	paucivorans
Lysobacter	antibioticus
Taylorella	asinigenitalis
Gordonia	polyisoprenivorans
Clostridium	frigidicarnis
Beutenbergia	cavernae
Desulfotalea	psychrophila
Williamsia	muralis
Pseudarthrobacter	chlorophenolicus
Rothia	nasimurium
Streptomyces	turgidiscabies
Anaerobacillus	arseniciselenatis
[Bacillus]	selenitireducens
Achromobacter	xylosoxidans
Bartonella	tribocorum
Thermacetogenium	phaeum
Mycobacterium	brumae
Chlamydophila	pecorum
Arenibacter	latericius
Thermodesulfovibrio	aggregans
Syntrophothermus	lipocalidus
Halomonas	utahensis
Curvibacter	lanceolatus
Stenotrophomonas	pictorum
Phaseolibacter	flectens
Saccharophagus	degradans
Mycoplasma	dispar
Bacillus	flexus
Salimicrobium	halophilum
Bacillus	niacini
Propionispira	raffinosivorans
Natronohydrobacter	thiooxidans
Aerococcus	christensenii
Facklamia	sourekii
Treponema	primitia
Treponema	primitia
Eremococcus	coleocola
Thermus	igniterrae
Thermus	antranikianii
Lactobacillus	manihotivorans
Promicromonospora	sukumoe
Dorea	longicatena
Caulobacter	segnis
Borreliella	spielmanii
Streptomyces	yeochonensis
Gordonia	desulfuricans
Lactobacillus	acidipiscis
Ignavigranum	ruoffiae
[Clostridium]	hiranonis
[Clostridium]	hylemonae
Corynebacterium	terpenotabidum
Ruegeria	pomeroyi
Rubrimonas	cliftonensis
Alicyclobacillus	hesperidum
Hymenobacter	roseosalivarius
Hymenobacter	gelipurpurascens
Moraxella	caprae
Moraxella	lincolnii
Oligella	ureolytica
Oligella	urethralis
Xanthomonas	gardneri
Desulfatiglans	anilini
Desulfosarcina	cetonica
Enterovibrio	calviensis
Desulforhopalus	singaporensis
Clostridium	akagii
Clostridium	acidisoli
Asaia	bogorensis
Azoarcus	toluclasticus
Vibrio	aerogenes
Bartonella	koehlerae
Thiomicrospira	aerophila
Mycoplasma	anseris
Mycoplasma	cloacale
Mycoplasma	spumans
Thiothrix	eikelboomii
Erwinia	toletana
Herbaspirillum	frisingense
Microbacterium	ketosireducens
Ketogulonicigenium	vulgare
Ketogulonicigenium	robustum
Sphingomonas	koreensis
Pandoraea	pnomenusa
Pseudaminobacter	salicylatoxidans
Fervidobacterium	pennivorans
Roseivivax	halodurans
Roseivivax	halotolerans
Shewanella	japonica
Thermicanus	aegyptius
Ramlibacter	tataouinensis
Ramlibacter	tataouinensis
Alkalibacillus	haloalkaliphilus
Dyadobacter	fermentans
Runella	zeae
Bordetella	petrii
Clostridium	gasigenes
Helicobacter	pametensis
Saccharopolyspora	flava
Methylomicrobium	buryatense
Legionella	drozanskii
Legionella	fallonii
Nitrospira	cf.
Nitrospira	cf.
Flavobacterium	psychrophilum
Nocardia	vinacea
Lactobacillus	hamsteri
Thauera	chlorobenzoica
Halobacteriovorax	marinus
Eubacterium	plexicaudatum
Acetomicrobium	mobile
Lactobacillus	mucosae
Pasteurella	skyensis
Pseudoglutamicibacter	albus
Arthrobacter	luteolus
Tetrasphaera	australiensis
Tetrasphaera	japonica
Sphingomonas	pituitosa
[Clostridium]	fimetarium
Corynebacterium	auriscanis
Leptospira	alexanderi
Anaerocolumna	xylanovorans
Papillibacter	cinnamivorans
Austwickia	chelonae
Onion	yellows
Lactobacillus	perolens
Chloroherpeton	thalassium
Catenibacterium	mitsuokai
Wolbachia	endosymbiont
Aequorivita	sublithincola
Burkholderia	ubonensis
Tetrasphaera	elongata
Desulfovibrio	inopinatus
Stanieria	cyanosphaera
Desulfotomaculum	gibsoniae
Solobacterium	moorei
Streptococcus	didelphis
Pseudonocardia	spinosispora
Actinomyces	coleocanis
Actinomyces	urogenitalis
Actinokineospora	inagensis
Saccharothrix	espanaensis
Saccharothrix	syringae
Riemerella	columbina
Rhodococcus	pyridinivorans
Janibacter	terrae
Bordetella	hinzii
Acetobacter	indonesiensis
Oscillochloris	trichoides
Tenacibaculum	mesophilum
Tenacibaculum	ovolyticum
Microbacterium	foliorum
Helicobacter	suis
Chitinophaga	filiformis
Lactobacillus	frumenti
Ralstonia	mannitolilytica
Bacillus	fumarioli
Streptacidiphilus	albus
Desulfotomaculum	alkaliphilum
Methylibium	petroleiphilum
Lactobacillus	algidus
Anaerostipes	caccae
Methylosarcina	fibrata
Frankia	casuarinae
Streptosporangium	subroseum
Pseudoflavonifractor	capillosus
Cupriavidus	necator
Ensifer	adhaerens
Thioalkalivibrio	versutus
Acinetobacter	guillouiae
Pseudoalteromonas	ulvae
Tenacibaculum	maritimum
Opitutus	terrae
Thioalkalivibrio	denitrificans
Thermanaerovibrio	velox
Thioalkalivibrio	paradoxus
Thermoanaerobacter	italicus
Corynebacterium	falsenii
Corynebacterium	falsenii
Coprothermobacter	platensis
Acinetobacter	ursingii
Acinetobacter	schindleri
Desulfacinum	hydrothermale
Dolichospermum	circinale
Anaerovorax	odorimutans
Leptotrichia	trevisanii
Nocardiopsis	trehalosi
Lactobacillus	jensenii
Sinorhizobium	medicae
Mycobacterium	vanbaalenii
Agreia	bicolorata
Actinomyces	radicidentis
Muricauda	ruestringensis
Bartonella	birtlesii
Kineosphaera	limosa
Actinomadura	oligospora
Psychrobacter	pacificensis
Ignatzschineria	larvae
Seinonella	peptonophila
Amycolatopsis	rubida
Sporomusa	acidovorans
Sporomusa	malonica
Propionispora	vibrioides
endosymbiont	of
Bathymodiolus	platifrons
Pseudoramibacter	alactolyticus
Actinoplanes	derwentensis
Actinoplanes	globisporus
Actinoplanes	rectilineatus
Pediococcus	inopinatus
Nocardia	paucivorans
Methylobacterium	nodulans
Alkaliphilus	transvaalensis
Streptococcus	orisratti
Streptomyces	auratus
Mycoplasma	columbinum
Mycoplasma	elephantis
Mycoplasma	lipofaciens
Mycoplasma	opalescens
Mycobacterium	acapulcensis
Actinomadura	rubrobrunea
Amycolatopsis	sacchari
Desulfotignum	balticum
Lactobacillus	psittaci
Actinopolymorpha	singaporensis
Sphingopyxis	alaskensis
Desulfovibrio	dechloracetivorans
Denitrovibrio	acetiphilus
Lyngbya	aestuarii
Oscillatoria	acuminata
Arthrospira	platensis
