organism	name
Bulleidia	extructa
Anaerorhabdus	furcosa
Halomonas	muralis
Aerococcus	sanguinicola
Cupriavidus	metallidurans
Streptococcus	phocae
Pseudothermotoga	thermarum
Syntrophobacter	fumaroxidans
Clostridium	uliginosum
Hymenobacter	aerophilus
Marinomonas	mediterranea
Sphingobium	cloacae
Facklamia	miroungae
Mycobacterium	kubicae
Roseiflexus	castenholzii
Ferrimicrobium	acidiphilum
Actinomyces	suimastitidis
Hyphomicrobium	sulfonivorans
Pseudarthrobacter	sulfonivorans
Sphingobium	xenophagum
Pannonibacter	phragmitetus
Roseinatronobacter	thiooxidans
Alicyclobacillus	herbarius
Okibacterium	fritillariae
[Haemophilus]	felis
Helicobacter	canadensis
Bordetella	trematum
Brackiella	oedipodis
Nocardiopsis	halotolerans
Nocardiopsis	xinjiangensis
Wolbachia	endosymbiont
Thiothrix	disciformis
Thiothrix	flexilis
Halodesulfovibrio	aestuarii
Phormidium	tenue
Providencia	alcalifaciens
Mycobacterium	doricum
Bacillus	hemicellulosilyticus
Bacillus	wakoensis
Stenotrophomonas	acidaminiphila
Pseudoxanthomonas	mexicana
Aerococcus	urinaehominis
Catelliglobosispora	koreensis
Carboxydothermus	hydrogenoformans
Paenibacillus	dendritiformis
Crossiella	equi
Corynebacterium	capitovis
Actinomyces	radingae
Actinomyces	turicensis
Arcanobacterium	phocae
Thiomicrorhabdus	arctica
Kineococcus	radiotolerans
Desulfomicrobium	orale
Nocardia	veterana
Rhodococcus	jostii
Caldilinea	aerophila
Nitrosococcus	halophilus
Methylocapsa	acidiphila
Leisingera	methylohalidivorans
Olsenella	uli
Corynebacterium	freneyi
secondary	endosymbiont
Acinetobacter	parvus
Acinetobacter	gyllenbergii
Mycobacterium	goodii
Ureaplasma	parvum
Cryptosporangium	aurantiacum
Actinomadura	mexicana
Nocardia	soli
Paenibacillus	daejeonensis
Nocardia	cyriacigeorgica
Helicobacter	apodemus
Idiomarina	loihiensis
Sphingobium	amiense
Marinobacter	lutaoensis
Actinoplanes	awajinensis
Globicatella	sulfidifaciens
Thermocrinis	albus
Knoellia	sinensis
Bacillus	okuhidensis
Kocuria	polaris
Atopobacter	phocae
Leuconostoc	kimchii
Corynebacterium	testudinoris
Methylosarcina	lacus
Asanoa	ishikariensis
Lactobacillus	equi
Weissella	cibaria
Pseudomonas	indica
Facklamia	ignava
Granulicatella	elegans
Granulicatella	balaenopterae
Clostridium	neonatale
Serratia	symbiotica
Blastococcus	saxobsidens
Helicobacter	cetorum
Helicobacter	cetorum
Olsenella	profusa
Poinsettia	branch-inducing
Isoptericola	variabilis
Isoptericola	variabilis
Shimazuella	kribbensis
Trichococcus	palustris
Lachnobacterium	bovis
Mycobacterium	lentiflavum
Oleiphilus	messinensis
Nocardiopsis	kunsanensis
Isobaculum	melis
Selenihalanaerobacter	shriftii
Cylindrospermum	stagnale
Desulfitobacterium	metallireducens
Salegentibacter	salegens
Zobellia	uliginosa
Filifactor	alocis
Eubacterium	sulci
Aneurinibacillus	thermoaerophilus
Maricaulis	salignorans
Leifsonia	aquatica
Thermobifida	cellulosilytica
Novosphingobium	lentum
Rathayibacter	toxicus
Micromonospora	pallida
Micromonospora	nigra
Mycobacterium	brisbanense
Mycobacterium	houstonense
Acetobacter	orientalis
Acetobacter	cibinongensis
Streptomyces	azureus
Thermosynechococcus	elongatus
Dendrosporobacter	quercicolus
Corynebacterium	simulans
Salinibacter	ruber
Streptomyces	griseofuscus
Azovibrio	restrictus
Dechlorosoma	suillum
Desulfovibrio	mexicanus
Collinsella	stercoris
Collinsella	intestinalis
Agrobacterium	albertimagni
Thiomicrospira	cyclica
Paracoccus	yeei
Carnobacterium	inhibens
Lactobacillus	iners
Paraburkholderia	phymatum
Salinicoccus	alkaliphilus
Marinospirillum	alkaliphilum
Lactobacillus	ingluviei
Sulfuricurvum	kujiense
Lactobacillus	kunkeei
Streptococcus	urinalis
Marinitoga	piezophila
Halonatronum	saccharophilum
Plantibacter	flavus
Treponema	azotonutricium
Pseudoalteromonas	ruthenica
Bacteroides	coprosuis
Afipia	birgiae
Xenophilus	azovorans
Lactobacillus	intestinalis
Pseudopedobacter	saltans
Mycobacterium	holsaticum
Chloroflexus	aggregans
Bacillus	litoralis
Lactobacillus	parabuchneri
Lactobacillus	suebicus
Thioalkalivibrio	thiocyanoxidans
Alkalimonas	amylolytica
Sphingomonas	melonis
Corynebacterium	efficiens
Desulforegula	conservatrix
Parageobacillus	toebii
Oceanicaulis	alexandrii
Alysiella	crassa
Conchiformibius	steedae
Kozakia	baliensis
Sporocytophaga	myxococcoides
Agrococcus	baldri
Mycobacterium	palustre
Hungatella	hathewayi
Hungatella	hathewayi
Turicibacter	sanguinis
Turicibacter	sanguinis
Thiorhodospira	sibirica
Enterococcus	phoeniculicola
Aliiroseovarius	crassostreae
Cellvibrio	japonicus
Staphylococcus	lutrae
Bartonella	bovis
Enterococcus	haemoperoxidus
Streptococcus	entericus
Eubacterium	pyruvativorans
Caulobacter	crescentus
Caulobacter	crescentus
Caulobacter	vibrioides
Actinokineospora	terrae
Actinokineospora	enzanensis
Acaryochloris	marina
Anaeroglobus	geminatus
Actinomyces	marimammalium
Dysgonomonas	gadei
Corynebacterium	riegelii
Microbacterium	resistens
Corynebacterium	imitans
Arthrobacter	woluwensis
Reichenbachiella	agariperforans
Trichococcus	collinsii
Jeotgalicoccus	psychrophilus
Helicobacter	winghamensis
Fructobacillus	ficulneus
Mannheimia	succiniciproducens
Leptotrichia	wadei
Leptotrichia	goodfellowii
Anaerobacillus	macyae
Kushneria	marisflavi
Pseudomonas	thermotolerans
Bacillus	shackletonii
Chromohalobacter	salexigens
Hahella	chejuensis
Novosphingobium	resinovorum
Bifidobacterium	scardovii
Cedecea	neteri
Enterobacter	hormaechei
Megamonas	hypermegale
Moellerella	wisconsensis
Yokenella	regensburgei
Gordonia	westfalica
Alkalispirochaeta	americana
Tindallia	californiensis
Roseibacterium	elongatum
Streptomyces	scabrisporus
Paraburkholderia	sacchari
Desulfovibrio	cuneatus
Microbacterium	gubbeenense
Corynebacterium	casei
Anaerotignum	lactatifermentans
Enterococcus	gilvus
Enterococcus	pallens
Acidihalobacter	prosperus
Acidihalobacter	prosperus
Acidihalobacter	prosperus
Desulfobulbus	mediterraneus
Rhizobium	larrymoorei
Sphingomonas	wittichii
Sphingomonas	wittichii
Paenibacillus	borealis
Acidithiobacillus	ferrivorans
Thermanaeromonas	toyohensis
Thermodesulfobacterium	hydrogeniphilum
Planomonospora	sphaerica
Microtetraspora	malaysiensis
Planococcus	antarcticus
Pseudoalteromonas	phenolica
Anaeromyxobacter	dehalogenans
Ornithinibacillus	californiensis
Corynebacterium	kroppenstedtii
Corynebacterium	lipophiloflavum
Corynebacterium	mastitidis
Corynebacterium	phocae
Corynebacterium	camporealensis
Corynebacterium	singulare
Paenibacillus	naphthalenovorans
Microbacterium	hominis
Wolbachia	endosymbiont
Corynebacterium	appendicis
Acidiferrobacter	thiooxydans
Actinomadura	latina
Dysgonomonas	mossii
Algicola	sagamiensis
Virgibacillus	necropolis
Thauera	aminoaromatica
Streptomyces	puniciscabiei
Lactobacillus	fuchuensis
Blattabacterium	sp.
Weissella	koreensis
Prevotella	copri
Bartonella	schoenbuchensis
Nocardia	cummidelens
Sporanaerobacter	acetigenes
Roseburia	intestinalis
Thermobaculum	terrenum
Pseudoalteromonas	translucida
Allofustis	seminis
Kaistia	adipata
Lactobacillus	mindensis
Ilyobacter	polytropus
Anaerolinea	thermophila
uncultured	Termite
Psychromonas	arctica
Rhodococcus	tukisamuensis
Marvinbryantia	formatexigens
Laribacter	hongkongensis
Salinispora	tropica
Salinispora	arenicola
Legionella	drancourtii
Thalassospira	lucentensis
Gelidibacter	mesophilus
Novosphingobium	tardaugens
Corynebacterium	aurimucosum
Corynebacterium	aurimucosum
Anaerotruncus	colihominis
Saccharospirillum	impatiens
Clostridium	saccharobutylicum
Paenibacillus	stellifer
Mycobacterium	lacus
Staphylococcus	pettenkoferi
Vibrio	pacinii
Sulfurihydrogenibium	subterraneum
Aequorivita	vladivostokensis
Mycoplasma	anatis
Mycoplasma	buteonis
Mycoplasma	columborale
Mycoplasma	cricetuli
Mycoplasma	cynos
Mycoplasma	glycophilum
Mycoplasma	molare
Mycoplasma	verecundum
Tistrella	mobilis
Lactobacillus	pantheris
Mycoplasma	ovis
Inquilinus	limosus
Inquilinus	limosus
Oceanobacillus	picturae
Thermodesulfatator	indicus
Brachybacterium	paraconglomeratum
Methylobacter	tundripaludum
Methylocystis	rosea
Gemmatimonas	aurantiaca
Gordonia	sihwensis
Sphingopyxis	witflariensis
Carnobacterium	viridans
Allobaculum	stercoricanis
Gordonia	paraffinivorans
Thermaerobacter	subterraneus
Halomonas	halocynthiae
Lactobacillus	vaccinostercus
Lactobacillus	malefermentans
Anaerophaga	thermohalophila
Ancylobacter	rudongensis
Pseudothermotoga	lettingae
Shuttleworthia	satelles
Facklamia	hominis
Actinomyces	hongkongensis
Leptospirillum	ferriphilum
Clostridium	colicanis
Alicycliphilus	denitrificans
Lactobacillus	diolivorans
Cetobacterium	ceti
Blautia	schinkii
Herbaspirillum	autotrophicum
Giesbergeria	anulus
Atopostipes	suicloacalis
Hespellia	stercorisuis
Robinsoniella	peoriensis
Salinisphaera	shabanensis
Proteocatella	sphenisci
Carnobacterium	pleistocenium
Actinomyces	cardiffensis
Desulfococcus	oleovorans
Lactobacillus	coleohominis
Pseudoalteromonas	prydzensis
Pseudodesulfovibrio	aespoeensis
Agarivorans	albus
Erwinia	billingiae
Rubritepida	flocculans
Anaerobranca	californiensis
Alicyclobacillus	acidiphilus
Kribbella	flavida
Oceanobacillus	iheyensis
Rhodococcus	maanshanensis
Streptomonospora	alba
Actinomyces	vaccimaxillae
Thermodesulfobium	narugense
Crocinitomix	catalasitica
Paracoccus	seriniphilus
Varibaculum	cambriense
Knoellia	subterranea
Corallococcus	coralloides
Desulfovibrio	magneticus
Desulfovibrio	cf.
Butyrivibrio	hungatei
Butyrivibrio	hungatei
Prevotella	oryzae
Prevotella	paludivivens
Paludibacter	propionicigenes
Mycobacterium	parmense
Corynebacterium	spheniscorum
Xylanimonas	cellulosilytica
Marinithermus	hydrothermalis
Bartonella	washoensis
Thioalkalivibrio	nitratireducens
Sneathia	amnii
Oceanithermus	profundus
Caldithrix	abyssi
Labrenzia	aggregata
Megasphaera	micronuciformis
Acidaminococcus	intestini
Veillonella	montpellierensis
Paracoccus	zeaxanthinifaciens
Pediococcus	claussenii
Thalassolituus	oleivorans
Acidovorax	valerianellae
Enterovibrio	norvegicus
Jannaschia	helgolandensis
Oleispira	antarctica
Cetobacterium	somerae
Pedobacter	cryoconitis
Bacillus	marisflavi
Bacillus	aquimaris
Paenibacillus	odorifer
Prevotella	marshii
Prevotella	micans
Actinotignum	urinale
Idiomarina	baltica
Vibrio	coralliilyticus
Desulfovibrio	hydrothermalis
Clostridium	caminithermale
Rhodococcus	aetherivorans
Leifsonia	rubra
Corynebacterium	sphenisci
Conexibacter	woesei
Conexibacter	woesei
Fluviicola	taffensis
Corynebacterium	atypicum
Plesiocystis	pacifica
Marinilactibacillus	psychrotolerans
Chthoniobacter	flavus
Sedimenticola	selenatireducens
Shewanella	denitrificans
Planococcus	maritimus
Erythrobacter	flavus
Halobacillus	salinus
Rhodoferax	ferrireducens
Kriegella	aquimaris
Streptomyces	niveus
Lactobacillus	versmoldensis
Cardiobacterium	valvarum
Ectothiorhodospira	mobilis
Halobacillus	karajensis
Haematobacter	massiliensis
Gillisia	limnaea
Loktanella	salsilacus
Caldimonas	manganoxidans
Caballeronia	sordidicola
Porphyrobacter	cryptus
Actinoplanes	friuliensis
Deferribacter	desulfuricans
Alkanindiges	illinoisensis
Psychroflexus	tropicus
Nesiotobacter	exalbescens
Terasakiispira	papahanaumokuakeensis
Roseomonas	rosea
Porphyrobacter	sanguineus
Anoxybacillus	gonensis
Pseudomonas	jinjuensis
Lampropedia	hyalina
Bacillus	krulwichiae
Microbacterium	paraoxydans
Methylocella	silvestris
Moraxella	oblonga
Paraliobacillus	ryukyuensis
Planococcus	rifietoensis
Planifilum	fulgidum
Moorella	mulderi
Lysinibacillus	odysseyi
Sulfurimonas	autotrophica
Zooshikella	ganghwensis
Actinobaculum	massiliense
Acinetobacter	bouvetii
Acinetobacter	gerneri
Acinetobacter	tandoii
Acinetobacter	towneri
Corynebacterium	aquilae
Tepidiphilus	margaritifer
Longispora	albida
Derxia	gummosa
Dickeya	zeae
Alicyclobacillus	pomorum
Roseomonas	cervicalis
Herminiimonas	arsenicoxydans
Nitratireductor	aquibiodomus
Novosphingobium	pentaromativorans
Flavobacterium	gelidilacus
Sulfurovum	lithotrophicum
Kerstersia	gyiorum
Desulfonauticus	submarinus
Lyngbya	confervoides
Bermanella	marisrubri
Neptuniibacter	caesariensis
Saccharomonospora	paurometabolica
Parvularcula	bermudensis
Kosakonia	cowanii
Enterobacter	kobei
Alkaliphilus	metalliredigens
Milkweed	yellows
Amycolatopsis	japonica
Amycolatopsis	balhimycina
[Clostridium]	bolteae
Actinomyces	nasicola
Actinomyces	nasicola
Nocardia	puris
Nocardia	inohanensis
Nocardia	niigatensis
Entomoplasma	lucivorax
Bacillus	acidicola
Marinobacter	lipolyticus
Ferrithrix	thermotolerans
Allisonella	histaminiformans
Afifella	pfennigii
Thiorhodococcus	drewsii
Sandarakinorhabdus	limnophila
Allokutzneria	albata
Conchiformibius	kuhniae
Herbaspirillum	chlorophenolicum
Colwellia	piezophila
Psychromonas	hadalis
Nostoc	calcicola
Vibrio	tasmaniensis
Halomonas	campaniensis
Thermomonas	hydrothermalis
Shewanella	waksmanii
Enterococcus	canis
Subdoligranulum	variabile
Anaerofustis	stercorihominis
Alistipes	finegoldii
Entomoplasma	luminosum
Tepidibacter	thalassicus
Peptostreptococcus	russellii
Entomoplasma	somnilux
Treponema	caldarium
Thermomonas	fusca
Roseovarius	mucosus
Dinoroseobacter	shibae
Pseudomonas	rhizosphaerae
Mesoplasma	chauliocola
Lactobacillus	spicheri
Polaromonas	naphthalenivorans
Stenotrophomonas	rhizophila
Bifidobacterium	longum
Chryseobacterium	molle
Spiroplasma	chrysopicola
Spiroplasma	culicicola
Spiroplasma	diminutum
Spiroplasma	helicoides
Spiroplasma	litorale
Spiroplasma	sabaudiense
Spiroplasma	syrphidicola
Spiroplasma	turonicum
Paenibacillus	pasadenensis
Clostridium	carboxidivorans
Microvirga	flocculans
Marinospirillum	insulare
Neomegalonema	perideroedes
Fulvimarina	pelagi
Mesoplasma	photuris
Bifidobacterium	psychraerophilum
Garciella	nitratireducens
Desulfatibacillum	aliphaticivorans
Bacillus	vietnamensis
Dialister	invisus
Marinobacter	excellens
Aeromonas	simiae
Ottowia	thiooxydans
Brachybacterium	muris
Aeromicrobium	marinum
Rhodanobacter	fulvus
Gemmobacter	nectariphilus
Bacillus	drentensis
Bacillus	bataviensis
Bacillus	vireti
Bacillus	novalis
Bacillus	soli
Thalassospira	xiamenensis
Fructobacillus	pseudoficulneus
Jeotgalibacillus	campisalis
Mycobacterium	saskatchewanense
Treponema	putidum
Kordia	algicida
Algibacter	lectus
Mastigocladopsis	repens
Desulfovibrio	brasiliensis
Frankia	elaeagni
Paraglaciecola	polaris
Halomonas	boliviensis
Deinococcus	indicus
Hydrogenimonas	thermophila
Chromohalobacter	japonicus
Hymenobacter	norwichensis
Methylobacterium	populi
Nostoc	piscinale
Tepidanaerobacter	syntrophicus
Treponema	berlinense
Geobacter	bemidjiensis
Geopsychrobacter	electrodiphilus
Enhydrobacter	aerosaccus
Corynebacterium	halotolerans
Corynebacterium	halotolerans
Clostridium	chromiireducens
Oceanibulbus	indolifex
Yaniella	halotolerans
Nocardiopsis	alkaliphila
Formosa	algae
Shewanella	psychrophila
Paenibacillus	sanguinis
Paenibacillus	massiliensis
Erythrobacter	citreus
Fictibacillus	gelatini
Comamonas	aquatica
Comamonas	kerstersii
Mesoplasma	syrphidae
Aestuariibacter	salexigens
Algoriphagus	mannitolivorans
Algoriphagus	halophilus
Algoriphagus	ornithinivorans
Ulvibacter	litoralis
Tepidibacter	formicigenes
Corynebacterium	ciconiae
Lactobacillus	gastricus
Lactobacillus	antri
Lactobacillus	kalixensis
Nocardia	tenerifensis
Lactobacillus	saerimneri
Bacillus	patagoniensis
Nocardia	higoensis
Nocardia	pneumoniae
Nocardia	arthritidis
Prevotella	shahii
Prevotella	salivae
Thermovibrio	ammonificans
Arenibacter	certesii
Maribacter	sedimenticola
Flavobacterium	degerlachei
Flavobacterium	frigoris
Arsenicicoccus	bolidensis
Aster	yellows
Streptococcus	minor
Anaerolinea	thermolimosa
Leptolinea	tardivitalis
Levilinea	saccharolytica
Methylophaga	aminisulfidivorans
Scardovia	wiggsiae
Chitinibacter	tainanensis
Lactobacillus	rossiae
Saccharibacter	floricola
Beijerinckia	mobilis
Desulfopila	aestuarii
Desulfobulbus	japonicus
Dyella	japonica
Chryseobacterium	koreense
Belliella	baltica
Effusibacillus	pohliae
Desulfitobacterium	dichloroeliminans
Ectothiorhodosinus	mongolicus
Candidatus	Kinetoplastibacterium
Alteromonas	stellipolaris
Corynebacterium	caspium
Bathymodiolus	azoricus
Alkalibacter	saccharofermentans
Streptomyces	glauciniger
Chryseobacterium	formosense
Algoriphagus	aquimarinus
Tenuibacillus	multivorans
Cloacibacterium	normanense
Oribacterium	sinus
Pseudomonas	psychrotolerans
Lentibacillus	halodurans
Salinibacillus	kushneri
Lactobacillus	tucceti
Lactobacillus	rennini
Lactobacillus	vini
Algoriphagus	antarcticus
Clostridium	estertheticum
Thermosipho	atlanticus
Tsukamurella	pseudospumae
Akkermansia	muciniphila
Nocardiopsis	ganjiahuensis
Mycobacterium	parascrofulaceum
Desulfurobacterium	atlanticum
Woodsholea	maritima
Chitinimonas	taiwanensis
Lactobacillus	paracollinoides
Pseudonocardia	dioxanivorans
Actinomadura	meyerae
Salegentibacter	holothuriorum
Rummeliibacillus	stabekisii
Crinalium	epipsammum
Helcococcus	sueciensis
Luteibacter	rhizovicinus
Prevotella	bergensis
Thioalkalivibrio	thiocyanodenitrificans
Hydrocarboniphaga	effusa
endosymbiont	'TC1'
Pseudomonas	lutea
Methylohalobius	crimeensis
Thiocapsa	marina
Hoeflea	phototrophica
Nautilia	profundicola
Fictibacillus	macauensis
Loktanella	fryxellensis
Loktanella	vestfoldensis
Nocardiopsis	salina
Enterococcus	italicus
Desulfovibrio	ferrireducens
Bacillus	bogoriensis
Wolbachia	endosymbiont
Staphylococcus	equorum
Pseudoduganella	violaceinigra
Bacillus	indicus
Bacteroides	cellulosilyticus
Serinicoccus	marinus
Mucispirillum	schaedleri
Enterococcus	hermanniensis
Cardinium	endosymbiont
Deinococcus	frigens
Deinococcus	marmoris
Streptomyces	ossamyceticus
Pseudomonas	syringae
Chromobacterium	subtsugae
Alicyclobacillus	vulcanalis
Oceanicola	granulosus
Robiginitalea	biformata
Thioalkalivibrio	halophilus
Microbulbifer	thermotolerans
Vibrio	ezurae
Mahella	australiensis
Ethanoligenens	harbinense
Owenweeksia	hongkongensis
Paenibacillus	antarcticus
Pseudomonas	pachastrellae
Roseisalinus	antarcticus
Thalassobius	aestuarii
Bacillus	aurantiacus
Bacillus	farraginis
Bacillus	fordii
Paeniglutamicibacter	gangotriensis
Pseudoclavibacter	helvolus
Arcobacter	cibarius
Glycomyces	arizonensis
Parvibaculum	lavamentivorans
Glutamicibacter	arilaitensis
Glutamicibacter	arilaitensis
Gulosibacter	molinativorax
Lentisphaera	araneosa
Sphingomonas	phyllosphaerae
Sphingomonas	phyllosphaerae
Nocardia	vermiculata
Nocardia	thailandica
Pleomorphomonas	koreensis
Roseomonas	gilardii
Glutamicibacter	mysorens
Corynebacterium	resistens
Acetanaerobacterium	elongatum
Mycobacterium	cosmeticum
Halomonas	anticariensis
Marinilactibacillus	piezotolerans
Lactobacillus	satsumensis
Anaerocolumna	jejuensis
Nocardia	takedensis
Dechloromonas	aromatica
Asticcacaulis	taihuensis
Pseudonocardia	ammonioxydans
Microbulbifer	agarilyticus
Campylobacter	insulaenigrae
Psychrobacter	alimentarius
Intestinibacter	bartlettii
Treponema	porcinum
Micromonospora	auratinigra
Thermosinus	carboxydivorans
Pleomorphomonas	oryzae
Kangiella	koreensis
Marinobacter	daepoensis
Janibacter	melonis
Lysobacter	concretionis
Acinetobacter	beijerinckii
Jonesia	quinghaiensis
Salipiger	mucosus
Bacillus	humi
Viridibacillus	arvi
Crocosphaera	watsonii
Marinomonas	ushuaiensis
Pilibacter	termitis
Gordonia	effusa
Gordonia	araii
Algoriphagus	marincola
Millisia	brevis
Anaerosporobacter	mobilis
Oceanimonas	smirnovii
Acholeplasma	equifetale
Acholeplasma	granularum
Acholeplasma	hippikon
Acholeplasma	multilocale
Desulfitibacter	alkalitolerans
Comamonas	badia
Salinimonas	chungwhensis
Pontibacillus	chungwhensis
Silanimonas	lenta
Desulfurispora	thermophila
Desulfotomaculum	alcoholivorax
Rhodopirellula	baltica
Aquimonas	voraii
Photobacterium	halotolerans
Anoxybacillus	tepidamans
Methylovorus	glucosetrophus
Castellaniella	caeni
Sphingomonas	soli
Stenotrophomonas	koreensis
Chryseobacterium	antarcticum
Porphyromonas	gingivicanis
Microbulbifer	variabilis
Thalassobacter	stenotrophicus
Sphingorhabdus	flavimaris
Granulicoccus	phenolivorans
Salibacterium	qingdaonense
Sphingopyxis	granuli
Porphyrobacter	donghaensis
Porphyrobacter	donghaensis
Neisseria	bacilliformis
Lactobacillus	zymae
Lactobacillus	kefiranofaciens
Nitrincola	lacisaponensis
Phormidesmis	priestleyi
Paenibacillus	wynnii
Nitratiruptor	tergarcus
Nitratifractor	salsuginis
Streptococcus	marimammalium
Sporolactobacillus	nakayamae
Sporolactobacillus	terrae
Atopococcus	tabaci
Bartonella	rattimassiliensis
Methylobacterium	aquaticum
Fangia	hongkongensis
Desulfovibrio	putealis
Catabacter	hongkongensis
Spirulina	major
Methylomicrobium	alcaliphilum
Psychrilyobacter	atlanticus
Shewanella	sediminis
Flavobacterium	antarcticum
Aeromonas	molluscorum
Arthrobacter	castelli
Nostoc	punctiforme
Olleya	marilimosa
Zimmermannella	bifida
Zimmermannella	faecalis
Zimmermannella	alba
Actinomyces	dentalis
Pontibacillus	marinus
Novosphingobium	naphthalenivorans
Sphaerochaeta	coccoides
Microbacterium	oleivorans
Microbacterium	hydrocarbonoxydans
Chlorobaculum	limnaeum
Chlorobaculum	parvum
Loktanella	hongkongensis
Rhodococcus	yunnanensis
Aneurinibacillus	terranovensis
Collimonas	pratensis
Nocardia	mexicana
Aquimarina	muelleri
Sphingopyxis	baekryungensis
Agromyces	italicus
Thalassobacillus	devorans
Algoriphagus	alkaliphilus
Suttonella	ornithocola
Flavobacterium	granuli
Nocardiopsis	gilva
Nocardiopsis	chromatogenes
Nocardiopsis	baichengensis
Aquiflexum	balticum
Azorhizobium	doebereinerae
Dechloromonas	denitrificans
Acinetobacter	marinus
Thermincola	ferriacetica
Jiangella	gansuensis
Nocardioides	alkalitolerans
Jannaschia	rubra
Nereida	ignava
Prevotella	multiformis
Citreicella	thiooxidans
Nocardia	miyunensis
Nocardia	jiangxiensis
Staphylococcus	pseudintermedius
Fructobacillus	durionis
Bizionia	paragorgiae
Stackebrandtia	nassauensis
Phenylobacterium	zucineum
Streptomyces	flavovariabilis
Halomonas	taeanensis
Bacillus	koreensis
Alcanivorax	dieselolei
Carboxydocella	sporoproducens
Acetobacter	nitrogenifigens
Pseudovibrio	ascidiaceicola
Sanguibacter	marinus
Streptomyces	fulvoviolaceus
Streptomyces	thermolilacinus
Micromonospora	lupini
Bacillus	subterraneus
Hahella	ganghwensis
Massilia	alkalitolerans
Alkaliflexus	imshenetskii
Segniliparus	rotundus
Segniliparus	rugosus
Loktanella	rosea
Salegentibacter	flavus
Hellea	balneolensis
Haliea	salexigens
Balneola	vulgaris
Lactobacillus	concavus
Marinitoga	hydrogenitolerans
Kordiimonas	gwangyangensis
[Clostridium]	clariflavum
Lutispora	thermophila
Devosia	limi
Pseudomonas	borbori
Acetivibrio	ethanolgignens
Eubacterium	coprostanoligenes
Faecalicatena	fissicatena
Xenorhabdus	innexi
Comamonas	granuli
Aminiphilus	circumscriptus
Caminibacter	mediatlanticus
Methylophaga	muralis
Micromonospora	rifamycinica
Bacteroides	salyersiae
Bacteroides	nordii
Acaricomes	phytoseiuli
Erythrobacter	vulgaris
Thermosediminibacter	oceani
Pseudomonas	azotifigens
Altererythrobacter	troitsensis
Dyadobacter	crusticola
Dactylococcopsis	salina
Flavonifractor	plautii
Lysinibacillus	massiliensis
Martelella	mediterranea
Desulfovibrio	alkalitolerans
Lactobacillus	oligofermentans
Marinomonas	polaris
Agromyces	subbeticus
Rhizobium	lusitanum
Anoxybacillus	amylolyticus
Enterovibrio	coralii
Marinomonas	aquimarina
Rubellimicrobium	thermophilum
Roseivirga	echinicomitans
Caldalkalibacillus	thermarum
Paenibacillus	rhizosphaerae
Patulibacter	minatonensis
Frankia	inefficax
Pseudoalteromonas	spongiae
Micromonospora	narathiwatensis
Micromonospora	siamensis
Ferrimonas	marina
Tateyamaria	omphalii
Adhaeribacter	aquaticus
Nocardia	lijiangensis
Microbacterium	paludicola
Microbacterium	maritypicum
Rhodococcus	triatomae
Rhodococcus	triatomae
Glaciecola	nitratireducens
Catellicoccus	marimammalium
Marinococcus	halotolerans
Caldibacillus	debilis
Roseburia	hominis
Roseburia	faecis
Cellulomonas	bogoriensis
Leptospira	broomii
Virgibacillus	dokdonensis
Advenella	mimigardefordensis
Corynebacterium	tuscaniense
Halobacillus	kuroshimensis
Lactobacillus	uvarum
Lactobacillus	oeni
Lactobacillus	apis
Lactobacillus	harbinensis
Bacillus	alkalitelluris
Bacillus	alkalitelluris
Sulfurihydrogenibium	yellowstonense
Catenulispora	acidiphila
Actinospica	robiniae
Prevotella	baroniae
Endozoicomonas	elysicola
Pusillimonas	noertemannii
Rheinheimera	texasensis
Halolactibacillus	miurensis
Paenibacillus	harenae
Marinimicrobium	agarilyticum
Micromonospora	krabiensis
Meiothermus	timidus
Chryseobacterium	vrystaatense
Tepidimonas	taiwanensis
Gracilibacillus	boraciitolerans
Staphylococcus	simiae
Bacillus	boroniphilus
Dialister	micraerophilus
Chrysiogenes	arsenatis
Persephonella	marina
Sulfurihydrogenibium	azorense
Deinococcus	hopiensis
Deinococcus	apachensis
Deinococcus	maricopensis
Deinococcus	pimensis
Bacteroides	plebeius
Bacteroides	coprocola
Bacteroides	pyogenes
Prevotella	multisaccharivorax
Fervidobacterium	changbaicum
Streptomyces	rubidus
Streptomyces	guanduensis
Streptomyces	paucisporeus
Deinococcus	deserti
Yangia	pacifica
Gaetbulibacter	saemankumensis
Paenibacillus	assamensis
Chryseobacterium	soldanellicola
Labrenzia	alba
Labrenzia	alba
Anaerovirgula	multivorans
Flavobacterium	indicum
marine	actinobacterium
Jannaschia	seosinensis
Streptococcus	massiliensis
Croceibacter	atlanticus
Geobacter	lovleyi
Pseudooceanicola	batsensis
Roseovarius	nubinhibens
Pseudoalteromonas	tunicata
Prolixibacter	bellariivorans
Mariprofundus	ferrooxydans
Pseudoxanthomonas	suwonensis
Pseudoxanthomonas	suwonensis
Pseudoxanthomonas	suwonensis
Spiroplasma	eriocheiris
Streptococcus	gallolyticus
Palleronia	marisminoris
Leadbetterella	byssophila
Syntrophus	aciditrophicus
Nesterenkonia	jeotgali
Deinococcus	ficus
Mycobacterium	aromaticivorans
Photobacterium	kishitanii
Clostridium	sulfidigenes
Janibacter	anophelis
Nonlabens	sediminis
Clostridium	lundense
Pediococcus	cellicola
Pediococcus	ethanolidurans
Beggiatoa	leptomitiformis
Pseudomonas	otitidis
